,short,long,alpha,strategy_returns,strategy_std,benchmark_returns,benchmark_std,training_strategy_returns,training_strategy_std,training_benchmark_returns,training_benchmark_std,ticker
70,15,83,0.001,-0.00010223178716165311,0.02393321686180906,0.0007546937220943126,0.021857336612992818,0.0026546853016252894,0.01281689186258758,0.0005351976742398588,0.013106217265832665,QCOM
71,15,94,0.009000000000000001,-1.6376789278404658e-05,0.0220880186295705,0.0006205585605745741,0.020833317063460734,0.0024723117470154517,0.01881899072569379,0.00038071624254761396,0.01990942030571064,RIO
72,25,100,0.005,-3.8299876248068374e-05,0.02164827469501688,0.0003629387300670691,0.017057014925699145,0.006233250864872051,0.009723803749134625,0.0007832827940209608,0.011048888808721465,RTX
73,25,61,0.007,0.000702923180061429,0.013883385346303394,0.0004904306143210706,0.01278984826667008,0.001974492741157534,0.011173404155030367,0.0006044277754448122,0.010377675127388316,RY
74,25,50,0.007,0.00044751465695381127,0.01702408755788016,0.00038347201306604807,0.016210570360710077,0.004901843434340394,0.010382682127663788,0.0005707624137883411,0.014300995020143117,SAP
75,23,77,0.003,0.0013186995743946978,0.024184359688390705,0.0008448215140417645,0.020725048868615842,0.005649365464194008,0.01906867941037685,0.0016054584035151455,0.01628132216373156,SCHW
76,25,77,0.003,0.0001425763564387824,0.013668410835718053,0.00026579472655458665,0.013882959248868879,0.004690136802269063,0.012174410896413565,0.0008676263383532213,0.014008108352372338,SNY
77,23,72,0.005,0.001127768035396499,0.021770252532545983,0.0010803240852847603,0.019200883039657567,0.012441218584845865,0.031022638344205263,-8.516750838283935e-05,0.023808284428686797,SONY
78,12,50,0.003,-0.000146470412134665,0.014684910117224892,0.00016480571580629834,0.013338585152792496,0.0008738706448145901,0.009819930401396212,0.0004260855862222685,0.009468951386627636,T
79,25,77,0.001,0.000430151161077821,0.021145370079744426,0.0005554596074428486,0.01365150787686765,0.003977153987062706,0.005894013561297969,0.00042730225499323183,0.008658569327342184,TD
80,18,55,0.005,0.0003216415785296893,0.01601434008227652,0.0003685458787377422,0.012861665736169195,0.0033447876886570404,0.014845966758509292,0.00082749620248517,0.01428073930712459,TM
81,12,50,0.001,0.0011306159238041447,0.01699815443719224,0.0008581337322194002,0.015045941372746468,0.0058381349079993,0.011368276368977607,0.0017166204530645677,0.013118050052705917,TMO
82,25,100,0.001,-0.0002920371513965278,0.015121516216476972,0.0008291219823674636,0.017735746045864396,0.002757983795941412,0.021604654033161506,0.001690220378265648,0.03146688947581151,TMUS
83,15,50,0.003,0.0028845173140892976,0.03573083045610947,0.0020862580063574308,0.03433785947440193,0.010370191786914526,0.041354819981381,0.0043051069555625,0.037906278503919165,TSLA
84,25,88,0.001,0.0010370971238190362,0.01591633293378158,0.0012365001481698746,0.018295634138480562,0.005835470800068255,0.017429663983249247,0.0006573088159110621,0.015454411870325242,TSM
